num_forms,num_password_inputs,num_iframes,num_scripts,num_external_scripts,num_links,file_id,label
0,0,0,0,0,1,26563,0
11,1,0,24,19,110,26567,0
0,0,0,0,0,0,26583,0
0,0,1,11,6,38,26599,0
2,0,0,4,1,18,26608,0
0,0,0,0,0,0,2661,0
0,0,0,47,30,160,26612,0
0,0,0,12,8,20,26618,0
0,0,0,5,2,0,26621,0
0,0,0,8,4,31,26630,0
3,1,0,26,11,148,26645,0
3,0,0,265,8,334,26651,0
0,0,0,0,0,1,26655,0
0,0,0,6,5,25,26689,0
1,0,0,11,5,16,26702,0
0,0,0,0,0,0,26710,0
0,0,0,0,0,0,26757,0
0,0,0,3,2,4,26772,0
0,0,0,6,6,0,26778,0
0,0,0,0,0,0,26781,0
0,0,0,0,0,0,26787,0
3,0,0,30,25,146,26792,0
1,0,0,22,17,34,26798,0
0,0,1,19,10,24,268,1
0,0,0,3,3,0,26802,0
0,0,0,8,6,0,26810,0
0,0,0,0,0,2,26832,0
0,0,0,0,0,4,26837,0
2,0,1,19,11,32,26845,0
0,0,0,5,1,16,26849,0
0,0,0,0,0,0,26863,0
2,0,0,13,3,30,26890,0
3,1,0,9,5,63,26906,0
0,0,0,0,0,1,26918,0
0,0,0,4,2,1,26924,0
0,0,0,42,25,22,26926,0
2,0,0,20,14,133,26948,0
0,0,0,1,0,0,26952,0
0,0,0,0,0,0,26975,0
0,0,0,0,0,1,26987,0
0,0,1,10,3,32,27,1
0,0,1,21,9,150,270,1
6,1,0,9,2,199,27019,0
0,0,0,1,0,0,27022,0
0,0,1,13,2,5,27044,0
0,0,0,2,1,1,27090,0
0,0,2,11,4,12,27130,0
0,0,0,2,1,0,27137,0
0,0,0,1,0,0,27138,0
0,0,0,2,1,0,27148,0
0,0,0,1,0,0,27155,0
0,0,0,2,1,0,27157,0
0,0,0,0,0,2,27163,0
0,0,0,5,5,10,27171,0
0,0,0,5,2,0,27176,0
0,0,0,1,0,0,27180,0
0,0,0,5,5,10,27193,0
0,0,0,16,10,40,27199,0
0,0,0,0,0,0,272,1
0,0,2,11,4,12,2721,0
0,0,0,8,6,0,27215,0
0,0,0,1,0,0,27217,0
0,0,0,55,11,28,27221,0
1,0,0,25,19,108,27252,0
0,0,0,1,0,0,27255,0
0,0,0,9,3,0,27265,0
0,0,0,6,2,104,27277,0
0,0,1,0,0,0,27282,0
0,0,0,1,0,0,27286,0
0,0,0,0,0,0,273,0
0,0,0,0,0,0,27316,0
1,0,0,30,15,86,27335,0
1,0,2,33,25,36,27341,0
0,0,0,1,0,0,27353,0
2,1,0,6,0,6,27363,0
0,0,0,2,1,0,27365,0
0,0,0,1,0,5,27374,0
0,0,0,4,2,0,27379,0
0,0,0,0,0,0,27396,0
0,0,0,0,0,5,27399,0
0,0,0,25,9,64,274,1
0,0,0,3,0,0,27406,0
0,0,0,0,0,2,27412,0
2,1,0,6,0,6,27415,0
0,0,0,16,4,24,27418,0
0,0,0,1,0,6,27433,0
0,0,0,44,32,69,27460,0
0,0,0,8,6,0,27462,0
0,0,0,9,7,2,27495,0
0,0,0,1,0,1,27499,0
4,0,0,67,28,74,275,1
0,0,0,1,0,0,27514,0
0,0,0,1,0,0,27516,0
0,0,0,2,1,0,27518,0
0,0,0,1,0,0,27527,0
0,0,0,1,0,0,27546,0
0,0,0,0,0,0,27548,0
0,0,0,0,0,6,27568,0
0,0,0,1,0,0,2757,0
0,0,0,3,2,7,27583,0
0,0,0,7,5,7,2768,0
2,0,1,8,5,64,277,1
0,0,0,4,2,0,27798,0
0,0,0,2,1,9,27816,0
0,1,0,0,0,2,27818,0
0,0,0,5,2,0,27843,0
0,0,0,1,0,5,27848,0
0,0,0,16,4,24,27849,0
2,0,0,21,14,68,279,1
0,0,0,0,0,6,27903,0
0,0,0,1,0,0,27916,0
0,0,0,2,1,9,27933,0
0,0,0,0,0,0,28015,0
0,0,1,3,3,159,281,1
0,0,0,5,3,32,282,1
0,0,0,61,43,28,2823,0
0,0,0,7,7,1,28237,0
0,0,0,10,8,0,28274,0
2,0,0,40,23,119,283,1
0,0,0,5,5,10,2833,0
0,0,0,0,0,0,28399,0
2,0,1,25,15,200,284,1
0,0,0,0,0,0,28428,0
0,0,0,1,0,0,2858,0
3,0,0,265,8,368,28588,0
1,1,0,18,1,42,28653,0
0,0,0,0,0,0,28702,0
0,0,0,29,12,105,28706,0
0,0,0,5,3,40,289,1
1,0,2,45,5,492,290,1
0,0,0,0,0,0,29022,0
0,0,1,0,0,0,29162,0
0,0,0,0,0,1,29257,0
0,0,1,1,0,1,29300,0
0,0,0,0,0,6,29383,0
0,0,0,2,0,0,29389,0
0,0,0,5,5,10,2939,0
0,0,0,1,0,21,294,0
0,0,0,6,2,1,29437,0
0,0,0,1,0,0,29454,0
0,0,3,33,20,108,295,1
0,0,0,0,0,6,29681,0
1,0,0,31,8,493,297,1
2,1,0,23,7,8,29735,0
0,0,0,7,7,1,29782,0
2,0,0,42,12,84,298,1
0,0,0,1,0,0,2982,0
2,0,1,16,13,67,29863,0
1,0,0,10,7,62,3,1
0,0,0,1,1,10,3007,0
0,0,0,17,11,87,301,1
0,0,0,1,0,1,30113,0
0,0,0,3,1,3,30155,0
0,0,0,0,0,1,30238,0
0,0,0,1,1,0,3027,0
2,0,1,27,13,210,303,1
0,0,0,0,0,0,30345,0
0,0,0,5,0,14,30387,0
0,0,0,4,3,0,30428,0
0,0,0,1,0,0,3047,0
2,0,1,50,24,85,305,1
2,1,0,6,0,6,30561,0
0,0,0,1,0,0,3058,0
0,0,0,1,0,1,30595,0
0,0,0,17,11,33,306,1
0,0,0,4,2,0,30637,0
0,0,0,5,2,0,30643,0
0,0,0,0,0,0,3088,0
0,0,0,0,0,0,309,0
0,0,0,16,4,24,30955,0
1,0,0,5,2,19,31,1
1,0,1,9,2,247,310,1
0,0,0,1,0,0,31032,0
0,0,0,5,2,0,31086,0
3,0,0,47,19,198,311,1
0,0,0,1,0,0,3110,0
0,0,0,1,0,0,3111,0
0,0,0,0,0,0,31119,0
0,0,0,0,0,0,3129,0
2,1,0,6,0,6,31297,0
0,0,1,12,2,0,31307,0
0,0,0,0,0,1,3131,0
2,1,0,6,0,6,31387,0
0,0,4,16,11,122,314,1
0,0,0,10,10,0,31434,0
6,2,0,17,10,151,31523,0
1,0,0,9,5,0,3154,0
0,0,0,23,0,8,3155,0
0,0,0,4,2,0,31589,0
0,0,0,0,0,1,31623,0
0,0,0,1,0,0,31644,0
0,0,0,15,7,0,31693,0
2,0,3,28,15,100,317,1
0,0,0,1,0,8,3171,0
0,0,0,30,23,35,3187,0
1,0,0,36,0,27,3189,0
0,0,0,15,13,13,3190,0
0,0,0,0,0,0,31906,0
0,0,0,0,0,0,3191,0
2,0,1,61,37,119,3196,0
0,0,0,0,0,0,32005,0
0,0,0,4,2,0,32070,0
0,0,0,1,0,0,32144,0
0,0,0,2,1,0,32180,0
0,0,0,6,2,124,322,1
0,0,0,8,6,0,3222,0
0,0,0,1,1,39,32285,0
2,0,0,60,44,227,323,1
0,0,0,5,2,0,3233,0
0,0,0,18,12,0,32367,0
0,0,0,5,2,0,3237,0
0,0,0,1,0,0,324,0
0,0,0,5,2,0,32494,0
0,0,0,2,1,30,325,1
0,0,0,0,0,0,32529,0
1,0,0,5,1,3,3253,0
0,0,0,0,0,0,3259,0
0,0,0,1,0,1,32591,0
1,0,0,49,21,170,326,1
0,0,0,12,8,65,3261,0
0,0,0,6,4,0,3264,0
0,0,0,23,7,108,32643,0
0,0,0,11,5,180,327,1
0,0,0,85,1,0,32728,0
0,0,0,5,2,0,32742,0
0,0,0,2,1,0,32784,0
0,0,0,20,17,122,328,1
1,0,0,2,1,26,3280,0
0,0,0,0,0,0,32830,0
1,0,0,24,7,112,329,1
2,1,0,6,0,6,32918,0
2,0,0,3,3,29,3293,0
0,0,0,2,1,0,33009,0
0,0,0,3,3,1,33050,0
3,0,1,61,56,197,331,1
0,0,0,17,10,0,3314,0
0,0,0,1,0,1,33140,0
0,0,0,0,0,0,33167,0
0,0,0,11,8,16,332,1
0,0,0,1,0,1,3322,0
1,1,1,2,1,0,33232,0
0,0,0,32,21,1,3326,0
0,0,0,5,5,10,3329,0
0,0,0,0,0,6,333,0
0,0,0,0,0,6,33376,0
0,0,0,5,2,0,33502,0
23,1,2,53,30,494,33579,0
0,0,0,2,1,0,3360,0
0,0,0,1,0,1,33625,0
0,0,0,1,0,0,3370,0
0,0,0,6,4,0,33715,0
0,0,0,0,0,0,33839,0
0,0,0,1,1,10,3384,0
0,0,1,1,0,1,33868,0
0,0,0,14,9,32,339,1
0,0,0,5,2,0,3391,0
1,0,0,14,9,17,3392,0
0,0,0,0,0,0,33929,0
0,0,0,8,6,0,3393,0
0,0,0,1,0,1,33937,0
0,0,0,54,10,7,3395,0
4,1,0,19,13,50,34,1
0,0,0,7,5,0,34018,0
1,0,0,10,6,16,3403,0
0,0,0,5,2,0,34037,0
0,0,0,2,0,0,34073,0
3,0,0,51,37,157,341,1
1,0,0,13,7,103,3411,0
0,0,0,1,0,0,34178,0
0,0,0,0,0,1,3418,0
6,0,0,24,8,66,342,1
0,0,0,0,0,0,34226,0
2,0,0,7,3,60,343,0
0,0,0,1,0,0,34309,0
0,0,0,1,0,4,3433,0
5,13,0,22,10,481,34367,0
3,0,0,59,40,65,344,1
0,0,0,5,4,19,34422,0
2,1,0,6,0,6,34450,0
0,0,0,16,13,0,3449,0
1,0,0,10,5,32,3453,0
0,0,1,2,1,0,34616,0
0,0,0,40,40,7,34617,0
0,0,0,1,0,0,3463,0
0,0,0,1,0,0,34662,0
1,0,0,44,27,148,347,1
0,0,0,2,1,0,34748,0
0,0,0,0,0,0,3478,0
0,0,0,0,0,6,34878,0
1,0,0,7,3,145,349,1
1,0,0,20,12,242,3490,0
2,1,0,6,0,6,34917,0
0,0,0,1,0,0,34943,0
0,0,0,18,12,0,34982,0
0,0,0,28,17,37,350,1
0,0,0,1,0,1,35016,0
2,1,0,6,0,6,35029,0
0,0,0,2,0,0,35046,0
0,0,0,4,2,0,35049,0
0,0,0,1,0,0,35083,0
2,0,0,31,21,44,351,1
0,0,0,24,8,25,3510,0
0,0,0,2,0,0,35150,0
0,0,0,1,0,0,35170,0
0,0,0,1,0,1,35183,0
0,0,0,5,2,0,35222,0
0,0,0,18,12,0,35235,0
0,0,0,1,0,0,35275,0
0,0,0,2,1,0,35333,0
1,1,0,8,4,11,35400,0
0,0,0,1,0,2,35483,0
0,0,0,1,0,0,3549,0
3,0,2,25,15,285,355,1
0,0,0,1,0,0,3554,0
2,1,0,6,0,6,35589,0
0,0,0,16,8,47,356,1
0,0,0,0,0,0,3562,0
0,0,0,1,0,0,35626,0
0,0,0,2,1,0,35667,0
0,0,0,0,0,0,35726,0
0,0,0,11,10,24,35784,0
0,0,0,1,0,1,35789,0
0,0,0,49,41,208,358,1
0,0,0,0,0,0,3580,0
2,0,0,20,14,90,3591,0
0,0,0,0,0,0,3599,0
2,0,2,41,11,64,36,1
0,0,0,13,5,40,360,1
0,0,0,1,1,0,36002,0
0,0,0,32,21,1,3602,0
0,0,1,20,9,19,36119,0
0,0,0,2,1,9,36162,0
0,0,0,0,0,0,3618,0
0,0,0,10,6,89,362,1
0,0,0,2,1,9,36221,0
0,0,0,14,9,23,3623,0
0,0,0,4,2,0,36237,0
0,0,0,5,5,10,3624,0
0,0,0,0,0,0,36311,0
0,0,0,1,0,1,36313,0
2,1,0,6,0,6,36360,0
0,0,0,1,0,0,36362,0
1,0,0,6,4,6,36396,0
2,0,0,44,25,110,364,1
0,0,0,0,0,1,3641,0
0,0,0,1,1,0,36422,0
0,0,0,2,1,0,36450,0
0,0,0,1,0,1,36456,0
0,0,0,0,0,1,36463,0
0,0,0,0,0,0,36480,0
0,0,0,1,0,0,3649,0
1,0,1,23,21,63,365,1
2,1,0,6,0,6,36555,0
2,0,0,1,1,78,3659,0
0,0,0,1,0,1,36627,0
1,0,0,27,25,58,3666,0
0,0,0,1,0,0,36694,0
1,0,0,48,27,200,367,1
0,0,0,10,10,0,36726,0
0,0,0,4,1,0,36741,0
1,1,1,39,26,12,36860,0
0,0,1,20,9,28,3695,0
2,0,0,34,9,91,37,1
1,0,0,10,8,141,370,1
0,0,0,0,0,0,37036,0
0,0,0,1,0,0,37077,0
1,0,0,5,3,8,3709,0
0,0,0,0,0,6,37104,0
0,0,1,24,21,4,37148,0
2,0,0,123,77,49,3716,0
1,0,0,6,4,4,37175,0
0,0,0,0,0,0,372,0
0,0,0,1,0,0,37202,0
0,0,1,0,0,0,373,1
0,0,0,2,1,9,37307,0
0,0,0,1,0,0,37372,0
0,0,0,1,0,0,3743,0
0,0,0,0,0,1,37453,0
1,0,0,4,3,7,3748,0
1,1,0,18,1,48,3751,0
0,0,0,5,2,0,37534,0
2,1,0,6,0,6,37625,0
0,0,0,0,0,0,37651,0
1,0,1,7,2,361,3766,0
0,0,0,1,0,0,3773,0
0,0,0,9,5,28,37741,0
2,1,0,6,0,6,37742,0
0,0,0,5,2,0,37757,0
0,0,0,11,4,55,3780,0
1,0,0,13,6,203,3782,0
0,0,0,10,10,0,37828,0
0,0,0,2,1,0,37835,0
1,0,0,17,9,38,3787,0
0,0,0,0,0,0,37930,0
0,0,1,17,5,0,37938,0
0,0,0,0,0,0,37953,0
0,0,0,1,0,0,3799,0
0,0,0,12,10,5,38,0
5,1,0,32,15,288,380,1
0,0,0,1,1,0,38000,0
0,0,0,2,1,0,38029,0
0,0,0,1,0,0,3803,0
0,0,0,2,1,0,38053,0
0,0,0,5,4,35,381,1
0,0,0,6,5,41,38145,0
1,0,0,6,4,7,3819,0
0,0,0,16,4,24,382,0
0,0,0,0,0,1,38207,0
1,0,1,9,6,84,3821,0
0,0,1,0,0,0,38275,0
0,0,0,1,0,1,3830,0
3,0,1,21,0,65,38310,0
0,0,0,1,0,0,38359,0
0,0,0,1,0,1,38387,0
0,0,0,1,0,0,3839,0
0,0,1,38,24,267,384,1
0,0,0,0,0,10,3843,0
0,0,0,39,30,66,3849,0
1,0,0,102,41,96,385,1
0,0,0,0,0,0,3850,0
1,0,0,3,2,1,38518,0
0,0,0,8,6,0,3853,0
0,0,0,5,2,0,38571,0
1,0,0,30,8,89,386,1
0,0,0,0,0,0,38626,0
0,0,0,0,0,0,3864,0
1,0,0,29,1,105,3872,0
0,0,0,3,3,5,38738,0
0,0,0,21,9,76,3877,0
0,0,1,16,10,313,38780,0
0,0,0,2,0,0,388,0
1,0,0,7,3,56,3880,0
0,0,1,1,0,1,38801,0
0,0,0,1,0,0,38815,0
0,0,0,1,0,0,3884,0
0,0,0,16,4,24,38846,0
0,0,0,1,0,1,3890,0
0,0,0,0,0,0,38941,0
0,0,0,5,2,0,38963,0
0,0,0,5,1,14,3898,0
0,0,0,2,1,0,38991,0
0,0,0,8,7,12,39,1
2,0,1,15,6,2089,390,1
0,0,0,8,6,0,3902,0
0,0,0,2,1,9,39061,0
0,0,0,0,0,0,39097,0
0,0,1,26,6,43,391,1
0,0,0,16,4,24,39121,0
0,0,0,5,2,0,39157,0
0,0,0,8,5,76,392,1
0,0,0,1,1,0,39221,0
0,0,0,1,0,1,39228,0
0,0,0,17,11,26,393,1
0,0,0,1,0,1,39332,0
0,0,0,1,0,0,39398,0
0,0,0,0,0,0,39419,0
0,0,0,1,0,0,39469,0
0,0,0,2,1,9,39479,0
0,0,0,2,1,9,39524,0
0,0,0,1,0,1,39530,0
0,0,0,0,0,0,3955,0
0,0,0,4,2,0,39581,0
0,0,0,0,0,4,39593,0
1,0,2,16,8,110,396,1
0,0,0,3,1,9,3967,0
0,0,0,1,0,2,39683,0
1,0,0,37,16,312,397,1
0,0,0,0,0,0,3971,0
0,0,0,0,0,0,3975,0
0,0,0,1,0,0,3976,0
0,0,1,13,2,5,3977,0
0,0,0,2,1,0,3978,0
2,1,0,6,0,6,39798,0
0,0,0,10,3,8,3981,0
0,0,0,1,0,1,39870,0
0,0,0,5,2,0,3988,0
1,0,0,41,30,226,399,1
0,0,0,4,0,0,3997,0
0,0,0,7,5,0,39992,0
0,0,0,1,0,0,40,0
0,0,0,8,4,0,40009,0
0,0,0,0,0,0,4004,0
0,0,0,37,27,36,40042,0
2,0,0,33,15,67,4008,0
0,0,0,1,0,1,40118,0
0,0,0,5,3,9,4017,0
2,1,0,6,0,6,402,0
0,0,0,5,2,0,40202,0
0,0,0,8,6,0,4022,0
0,0,0,7,1,196,40228,0
1,0,1,17,14,37,4032,0
2,1,0,6,0,6,4035,0
0,0,0,0,0,2,40393,0
0,0,0,1,0,0,40413,0
0,0,0,5,2,0,40467,0
2,0,3,53,23,151,405,1
0,0,0,1,0,1,40538,0
0,0,0,13,11,0,40548,0
0,0,0,1,0,0,4057,0
0,0,1,10,5,70,406,1
0,0,0,1,0,0,40625,0
0,0,0,3,1,0,40663,0
0,0,0,1,0,0,4067,0
2,2,0,13,6,185,407,1
0,0,0,7,3,19,4071,0
0,0,0,0,0,0,40713,0
0,0,0,1,0,0,40722,0
0,0,0,2,1,9,40767,0
0,0,0,6,6,1,4078,0
0,0,1,16,10,313,40797,0
0,0,0,26,14,240,408,1
0,0,0,2,1,0,4081,0
0,0,0,0,0,0,40819,0
2,0,2,21,14,217,4083,0
1,0,1,39,25,92,4085,0
0,0,0,18,12,0,40859,0
0,0,1,37,23,114,409,1
0,0,0,1,1,0,40909,0
0,0,0,1,0,0,40980,0
0,0,0,2,1,1,40993,0
2,0,0,34,9,92,410,1
0,0,0,0,0,0,4102,0
0,0,0,0,0,0,4110,0
0,0,0,39,26,59,4114,0
2,0,0,16,11,249,412,1
0,0,0,1,0,1,41213,0
0,0,0,1,0,10,41216,0
2,1,0,6,0,6,41221,0
0,0,0,1,0,0,41241,0
0,0,1,2,1,0,41290,0
0,0,0,2,1,0,4131,0
0,0,0,0,0,0,4134,0
0,0,0,0,0,0,414,0
1,0,0,0,0,0,41427,0
0,1,0,0,0,0,41445,0
0,0,0,4,2,0,41456,0
0,0,0,0,0,1,41491,0
0,0,0,6,4,96,415,1
0,0,0,1,0,0,41500,0
0,0,1,15,8,22,4151,0
0,0,0,2,1,0,41513,0
0,0,0,1,0,0,4154,0
2,1,0,6,0,6,41540,0
2,1,0,6,0,6,41575,0
0,0,0,1,0,0,41576,0
0,0,0,23,11,42,4160,0
0,0,0,0,0,0,41652,0
0,0,0,0,0,0,41693,0
2,0,0,0,0,0,41736,0
1,0,1,19,7,100,418,1
3,0,1,21,0,65,41813,0
2,0,4,71,43,251,419,1
0,0,0,1,0,1,41963,0
0,0,0,0,0,6,41966,0
4,1,0,52,27,88,420,1
0,0,0,2,2,6,42063,0
0,0,0,2,1,0,42089,0
0,0,0,2,1,0,42101,0
0,0,1,2,1,0,42109,0
0,0,0,0,0,6,42124,0
0,0,0,0,0,6,42245,0
0,0,0,0,0,0,42251,0
0,0,0,15,7,56,423,1
0,0,0,0,0,0,42368,0
0,0,0,2,1,0,42384,0
0,0,0,2,1,0,42420,0
0,0,0,5,2,0,42433,0
0,1,0,4,1,0,42482,0
0,0,0,5,2,0,42513,0
0,0,0,2,1,0,42576,0
6,0,1,60,26,168,426,1
0,0,0,2,1,9,42664,0
5,0,0,40,23,136,427,1
0,0,0,2,1,0,42776,0
0,0,2,28,20,62,429,1
0,0,0,0,0,0,42906,0
0,0,0,1,1,0,42908,0
0,0,0,5,2,0,42977,0
0,0,0,2,1,0,43019,0
0,0,0,16,4,24,43021,0
1,0,0,4,3,59,431,1
1,0,0,41,27,223,43106,0
0,0,0,2,1,9,43166,0
0,0,0,0,0,1,43259,0
2,0,1,62,16,647,433,1
0,0,1,12,2,0,43313,0
0,0,0,1,0,1,43323,0
2,1,0,6,0,6,43368,0
0,0,0,5,2,0,43424,0
0,0,0,18,10,25,435,1
2,0,0,30,15,48,436,0
0,0,0,5,2,0,43600,0
0,0,0,1,0,0,43623,0
0,0,0,1,0,0,43632,0
0,0,0,16,4,24,43687,0
1,0,0,9,4,144,437,1
0,3,1,13,8,100,43770,0
2,1,0,6,0,6,43789,0
0,0,1,22,13,162,438,1
0,0,0,0,0,1,43812,0
0,0,0,4,1,19,43820,0
0,0,1,45,18,139,43863,0
0,0,0,0,0,0,43949,0
0,0,0,2,1,9,43963,0
2,1,0,23,14,335,44,1
0,0,0,0,0,1,44135,0
0,0,0,1,0,0,44143,0
1,0,0,26,17,77,442,1
0,0,0,16,4,24,44233,0
0,0,0,1,0,0,44251,0
0,0,0,0,0,0,44389,0
0,0,0,0,0,0,44401,0
0,0,0,1,0,1,44421,0
0,0,0,2,1,0,44486,0
0,0,0,1,0,0,44510,0
0,0,0,2,1,0,44642,0
3,0,0,42,35,145,44667,0
0,0,0,0,0,6,44698,0
0,0,0,24,14,253,447,1
0,0,0,1,0,0,44730,0
0,0,0,0,0,0,44740,0
0,0,0,3,2,0,44777,0
2,0,0,3,3,169,448,1
0,0,0,13,3,0,44802,0
0,0,1,2,1,0,44851,0
0,0,0,2,1,9,44881,0
0,0,1,2,1,0,44892,0
3,0,0,8,6,208,449,1
0,0,0,1,0,0,44925,0
0,0,0,5,2,0,45008,0
0,0,0,10,10,0,45021,0
1,0,0,8,5,16,45041,0
1,0,0,10,7,73,451,1
0,0,0,6,3,3,452,1
0,0,0,1,0,0,45224,0
0,0,0,0,0,0,45271,0
0,0,0,5,2,0,45306,0
0,0,1,0,0,0,45311,0
0,0,0,4,2,0,45474,0
0,0,0,35,25,48,455,1
0,0,0,3,1,0,45506,0
0,0,0,11,6,1,45587,0
0,0,0,0,0,0,45597,0
0,0,0,0,0,3,45618,0
0,0,0,5,2,0,45678,0
0,0,0,2,1,0,45691,0
2,1,0,6,0,6,45693,0
0,0,0,0,0,0,45776,0
0,0,0,2,1,0,45791,0
1,0,0,26,24,40,458,1
2,0,0,2,2,51,45857,0
0,0,1,1,0,1,45898,0
0,0,0,1,0,0,45900,0
0,0,0,2,1,9,45921,0
0,0,0,0,0,0,45925,0
2,0,0,37,20,27,460,1
0,0,0,6,4,0,46084,0
1,0,0,20,11,397,462,1
0,0,0,1,0,1,46333,0
2,1,0,6,0,6,46336,0
0,0,0,0,0,0,46393,0
1,0,1,27,11,257,464,1
0,0,0,0,0,6,46411,0
0,0,0,1,0,1,46492,0
0,0,0,7,7,1,46493,0
1,0,5,78,39,218,465,1
0,0,0,2,1,0,46502,0
0,0,0,13,9,127,466,1
0,0,0,0,0,0,46630,0
0,0,0,0,0,0,46708,0
0,0,0,2,1,0,46737,0
0,0,1,0,0,0,46753,0
1,0,0,19,4,3,46789,0
0,0,0,54,29,100,468,1
0,0,0,1,0,2,46862,0
0,0,0,1,0,0,46869,0
0,0,0,1,0,0,46898,0
0,0,0,18,13,33,46962,0
0,0,0,2,1,0,46968,0
0,0,0,0,0,15,4699,0
0,0,0,4,3,25,46993,0
0,0,0,7,5,40,47,1
0,0,1,12,2,0,47029,0
0,0,0,2,2,2,4703,0
0,0,1,1,0,1,47045,0
1,0,2,15,5,90,471,1
0,0,0,8,6,0,4711,0
0,0,0,1,0,0,47152,0
0,0,0,2,1,9,47189,0
0,0,0,0,0,0,4719,0
0,0,5,16,10,210,472,1
0,0,0,1,0,1,47205,0
0,0,0,3,2,0,47224,0
1,0,2,80,38,152,47249,0
0,0,1,9,3,159,47274,0
1,0,0,28,19,40,4728,0
3,0,3,28,11,152,473,1
0,0,0,0,0,0,47341,0
0,0,0,18,11,12,4736,0
1,0,0,7,5,2,47387,0
0,0,1,14,5,243,474,1
0,0,0,2,1,1,47402,0
0,0,0,1,0,0,47403,0
0,0,0,18,12,0,47428,0
0,0,0,0,0,0,4752,0
0,0,0,0,0,0,4756,0
0,0,0,8,7,0,47587,0
0,0,0,0,0,0,47620,0
1,0,0,69,24,80,477,1
4,1,1,18,4,388,4772,0
0,0,0,2,1,0,47722,0
0,0,0,0,0,6,47783,0
0,0,0,15,7,0,47803,0
0,0,0,8,5,32,4783,0
0,0,0,1,0,0,4784,0
0,0,0,2,1,0,4786,0
0,0,0,4,1,32,479,1
0,0,0,1,0,0,47903,0
0,0,0,8,8,30,4792,0
0,0,1,2,1,0,47927,0
0,0,0,0,0,0,47981,0
0,0,0,1,0,1,47998,0
1,0,1,29,19,72,48,1
0,0,0,1,0,0,4801,0
0,0,0,5,2,0,48089,0
0,0,0,1,1,10,481,0
0,0,0,4,2,0,48108,0
0,0,0,0,0,0,48166,0
1,0,0,25,18,273,482,0
0,0,0,0,0,6,48215,0
0,0,0,0,0,0,48370,0
2,1,0,6,0,6,48373,0
0,0,0,1,0,0,48380,0
0,0,0,2,1,0,48559,0
0,0,0,1,0,1,48632,0
0,0,0,1,0,1,48673,0
0,0,0,2,1,0,48727,0
0,0,1,56,34,68,488,1
0,0,0,6,4,0,48887,0
0,0,0,14,12,82,489,1
0,0,0,0,0,0,48949,0
0,0,0,6,5,38,49,1
2,0,1,28,17,74,490,1
0,0,0,1,0,1,49045,0
0,0,0,0,0,0,49083,0
0,0,0,5,2,0,49096,0
0,0,0,2,1,0,49134,0
0,0,0,0,0,0,49142,0
0,0,0,22,9,22,49176,0
2,0,2,69,18,83,492,1
0,0,0,1,0,0,49242,0
0,0,0,1,0,0,49261,0
0,0,0,2,1,9,49315,0
0,0,0,16,4,24,49326,0
0,0,0,0,0,0,49393,0
0,0,0,1,0,1,49413,0
0,0,0,0,0,0,49421,0
0,0,0,0,0,0,49438,0
0,0,0,2,1,0,49497,0
1,0,0,8,4,6,49507,0
0,0,0,4,2,0,49538,0
0,0,1,4,0,6,49544,0
0,0,0,10,10,0,49552,0
0,0,1,2,1,0,49563,0
0,0,0,1,1,0,49584,0
0,0,1,38,26,36,496,1
2,0,4,3,1,161,497,1
0,0,0,2,2,0,49701,0
0,0,0,1,0,0,49766,0
0,0,0,1,0,0,49901,0
1,0,3,28,9,85,5,1
2,0,1,31,5,42,500,1
1,0,0,107,59,516,501,1
0,0,0,1,0,0,50116,0
0,0,0,0,0,0,50283,0
4,0,1,75,20,438,503,1
0,0,0,1,0,0,50310,0
2,0,4,49,30,145,504,1
0,0,1,14,8,124,505,1
0,0,0,1,0,0,50508,0
0,0,0,1,0,0,50522,0
3,0,0,21,15,50,506,1
0,0,0,8,0,0,50664,0
2,1,0,6,0,6,50702,0
2,1,0,6,0,6,50703,0
0,0,0,0,0,0,50782,0
1,0,0,17,13,68,510,1
0,0,0,1,0,0,51008,0
2,0,0,15,10,53,51030,0
0,0,0,2,1,9,51049,0
0,0,0,0,0,0,51057,0
0,0,0,6,3,17,511,1
1,0,0,3,2,1,51132,0
0,0,0,7,7,1,51226,0
2,1,0,6,0,6,51242,0
2,1,0,6,0,6,51257,0
2,0,3,11,7,208,513,1
0,0,0,1,1,0,51319,0
0,0,0,6,5,0,51326,0
0,0,0,0,0,6,51439,0
0,0,0,2,1,9,51531,0
0,0,0,1,0,1,516,0
0,0,0,1,0,1,51655,0
0,0,0,24,17,147,517,1
0,0,0,1,0,0,51780,0
0,0,0,2,1,0,51786,0
0,0,0,2,1,0,51850,0
3,1,0,18,14,69,519,1
0,0,0,4,2,0,51920,0
0,0,0,1,0,1,51963,0
0,0,0,0,0,6,51965,0
0,0,0,3,1,1,51977,0
0,0,0,1,0,1,51999,0
5,0,1,83,18,445,52,1
0,0,0,1,0,0,52032,0
0,0,0,0,0,0,52036,0
0,0,0,1,1,0,52078,0
0,0,0,11,6,5,52086,0
4,0,1,46,17,58,521,1
0,0,0,1,0,0,52101,0
0,0,0,2,2,20,52111,0
0,0,0,1,0,1,52112,0
0,0,1,0,0,4,52190,0
0,0,0,4,2,0,52257,0
0,0,1,4,0,6,52260,0
0,0,0,0,0,0,52262,0
0,0,0,1,1,0,52303,0
0,0,0,7,4,0,52310,0
0,0,0,44,28,4,52326,0
